page,id,title,main_reference_number,has_not_been_viewed_much,date_start,date_end,date_display,artist_display,place_of_origin,exhibition_history,colorfulness,department_title,artist_title,style_title,classification_title
9,23701,Picador and Bullfighter,1965.517,False,1959.0,1959.0,"September 8, 1959, published 1960","Pablo Picasso (Spanish, 1881-1973)
printed by Hidalgo Arnéra
published by Galerie Louise Leiris",Spain,,29.7921,Prints and Drawings,Pablo Picasso,Cubism,linocut
9,22667,Still Life with Glass Under the Lamp,1965.37,False,1962.0,1962.0,"March 19, 1962, published 1963","Pablo Picasso (Spanish, 1881-1973)
printed by Hidalgo Arnéra
published by Galerie Louise Leiris",Spain,,61.4562,Prints and Drawings,Pablo Picasso,Cubism,linocut
9,22658,Glass Under Lamp,1965.34,False,1962.0,1962.0,"1962, published 1963","Pablo Picasso (Spanish, 1881-1973)
printed by Hidalgo Arnéra
published by Galerie Louise Leiris",Spain,,18.9178,Prints and Drawings,Pablo Picasso,Cubism,linocut
9,22655,Jacqueline in Profile to the Right,1965.33,False,1958.0,1958.0,"December 27, 1958","Pablo Picasso (Spanish, 1881-1973)
published by Galerie Louise Leiris",Spain,,7.5692,Prints and Drawings,Pablo Picasso,Cubism,lithograph
9,22652,Games and Reading,1965.32,False,1953.0,1953.0,"January 23–24, 1953","Pablo Picasso
Spanish, 1881-1973",Spain,,19.3058,Prints and Drawings,Pablo Picasso,Cubism,lithograph
9,22649,The Sleeping Woman,1965.31,False,1947.0,1947.0,"March 23, 1947","Pablo Picasso
Spanish, 1881-1973",Spain,,18.4398,Prints and Drawings,Pablo Picasso,Cubism,lithograph
9,21112,"On the Beach, I (Two Nude Women), from Quatre Lithographies",1935.57,False,1921.0,1921.0,"March 8, 1921, published April 1923","Pablo Picasso (Spanish, 1881-1973)
printed by Bruant",Spain,,9.7297,Prints and Drawings,Pablo Picasso,Cubism,lithograph
9,21106,"Salomé, from The Saltimbanques",1935.55,False,1905.0,1905.0,"1905, printed and published 1913","Pablo Picasso (Spanish, 1881-1973)
printed by Louis Fort (French, 19th-20th century)
published by Ambroise Vollard (French, 1867-1939)",Spain,,21.3413,Prints and Drawings,Pablo Picasso,Cubism,drypoint
9,20558,Bust of a Woman,1964.215,False,1909.0,1909.0,late 1909,"Pablo Picasso
Spanish, 1881-1973",Spain,"Philadelphia, Pennsylvania Museum of Art, ""The Collection of Earl Horter,"" February 17–March 13, 1934, no. cat.

Chicago, The Arts Club, ""Modern Paintings from the Collection of Mr. Earl Horter of Philadelphia,"" April 3-26, 1934, n.p., cat. 47, as Watercolor Negro Period.

The Art Institute of Chicago, ""Picasso in Chicago,"" February 3–March 31, 1968, pp. 67 and 116, cat. 72 (ill.).

Kunsthalle Bielefeld, ""Zeichnungen und Collagen des Kubismus-Picasso-Braque-Gris,"" March 11–April 29, 1979, p. 267, cat. 54 (ill.).

The Art Institute of Chicago, ""Great Drawings from the Art Institute of Chicago: The Harold Joachim Years, 1958-1983,"" July–Septemper 1985, pp. 202–203, cat. 94 (ill.).

Philadelphia Museum of Art, ""Mad for Modernism: Earl Horter and His Collection,"" March 7, 1999–May 16, 1999, p. 90, cat. 33 (ill.). 

Art Institute of Chicago, ""Picasso and Chicago"", February 20-May 12, 2013, p. 47, cat. 44 (ill.), cat. by Stephanie d'Alessandro.",23.6186,Prints and Drawings,Pablo Picasso,Cubism,watercolor
9,20522,Jester,1964.193,False,1905.0,1905.0,1905,"Pablo Picasso
Spanish, active France, 1881–1973",Spain,"Chicago, Art Institute, Cézanne’s Harlequin, Feb. 26–May 30, 2011, no cat. no. (ill.).

Chicago, Art Institute, Picasso and Chicago, Feb. 20–May 12, 2013, cat. 20 (ill.), as Jester, spring 1905.",9.2981,Modern Art,Pablo Picasso,,sculpture
9,20241,Portrait of Eugenia Errazuriz,1963.415,False,1907.0,1921.0,1921,"Pablo Picasso
Spanish, 1881-1973",Spain,"The Art Institute of Chicago, ""The Grant J. Pick Collection,"" June 20–August 16, 1970, p. 9.

New York, Pace Gallery, ""Je suis le cahier: The Sketchbooks of Pablo Picasso, 1986,"" hors cat.; shown only at The Art Institute of Chicago, July 10–August 23, l987.",9.0216,Prints and Drawings,Pablo Picasso,Cubism,graphite
9,18709,"The Frugal Meal, from The Saltimbanques",1963.825,False,1904.0,1904.0,September 1904,"Pablo Picasso (Spanish, 1881-1973)
printed by Eugène Delâtre (French, 1864-1938)",Spain,,19.6415,Prints and Drawings,Pablo Picasso,Cubism,etching
9,18187,"The Three Bathers, III",1934.11,False,1923.0,1923.0,"1923, printed and published 1931","Pablo Picasso (Spanish, 1881-1973)
printed by Leblanc and Trautmann
published by Marcel Guiot (French, 1893-1977)",Spain,,11.7022,Prints and Drawings,Pablo Picasso,Cubism,etching
9,17924,"The Embrace III, from the Suite Vollard",1963.546,False,1933.0,1933.0,"April  23, 1933, printed and published 1939","Pablo Picasso (Spanish, 1881-1973)
printed by Roger Lacourière (French, 1892-1966)
published by Ambroise Vollard (French, 1867-1939)",Spain,,14.6967,Prints and Drawings,Pablo Picasso,Cubism,drypoint
9,15233,The Resurrection,1962.805,False,1575.0,1585.0,c. 1580,"Philip Galle (Flemish, 1537–1612)
after Pieter Bruegel, the Elder (Flemish, 1525/30-1569)",Netherlands,,8.9219,Prints and Drawings,"Pieter Bruegel, the elder",,engraving
9,14839,At the Cabaret,1933.527,False,1901.0,1901.0,1901,"Pablo Picasso
Spanish, 1881-1973",Spain,"Birmingham, Ala., Birmingham Museum of Art, ""Exhibition of French Drawings (Le Fin du Siècle),"" October 5–November 1, 1952, no cat.

The Art Institute of Chicago, ""Picasso in Chicago,"" Februry 3–March 31, 1968, pp. 56, 59, and 116, cat. 59, (ill.); as c. 1898–1900.

Chicago, R. S. Johnson-International Gallery, ""Homage to Picasso,"" Winter 1973, pp. 5 and 57, cat. 1, (ill.).

Princeton, N.J., The Art Museum, Princeton University, ""Els Quatre Gats: Art in Barcelona around 1900,"" January 28–March 26, 1978, pp. 98–99, cat. 28, (ill.).

Washington D.C., Hirshhorn Museum, ""Els Quatre Gats: Art in Barcelona around 1900,"" April 14–June 26, 1978.

Cambridge, Mass., Fogg Art Museum, ""Master Drawings by Picasso,"" 1981, p. 253, no. 2; shown only at The Art Institute of Chicago,  April 29–June 14, 1981. 

New York, Pace Gallery, ""Je Suis le Cahier: The Sketchbooks of Pablo Picasso,"" 1986, hors cat.; shown only at The Art Institute of Chicago, July 10–August 23, l987.

The Art Institute of Chicago, April 26, 1990-March 9, 1992.

Art Institute of Chicago, ""Picasso and Chicago"", February 20-May 12, 2013, hors cat.",22.6844,Prints and Drawings,Pablo Picasso,Cubism,crayon
9,13574,Study of a Seated Man,1924.803,False,1905.0,1906.0,1905,"Pablo Picasso
Spanish, 1881-1973",Spain,"The Art Institute of Chicago, ""Century of Progress Exhibition,"" June 1–November 1, 1933, cat. 1045, as Male Nude, Right Arm Overhead, Etc.

Hartford, Conn., Wadsworth Atheneum, ""Pablo Picasso,"" February 6–March 1, 1934, cat. 89.

Iowa City, University of Iowa, ""Six Centuries of Master Drawings,"" Summer 1951, cat. 213, as Nude Man, Crossed Legs.

The Art Institute of Chicago, ""Picasso in Chicago,"" February 3–March 31, 1968, cat. 61.

Art Institute of Chicago, ""Picasso and Chicago"", February 20-May 12, 2013, p. 41, cat. 17 (ill.), cat. by Stephanie d'Alessandro.",23.8648,Prints and Drawings,Pablo Picasso,Cubism,chalk
9,12867,Woman with Tambourine,1961.32,False,1939.0,1939.0,"1939, printed 1942, published 1943","Pablo Picasso (Spanish, 1881-1973)
printed by Roger Lacourière (French, 1892-1966)
published by Galerie Louise Leiris",Spain,,16.5923,Prints and Drawings,Pablo Picasso,Cubism,aquatint
9,11294,Half-Length Female Nude,1959.619,False,1906.0,1906.0,autumn 1906,"Pablo Picasso
Spanish, active France, 1881–1973",Spain,"Paris, Galerie Bernheim–Jeune, Collection Paul Guillaume, May 25–June 27, 1929. 

New York, Valentine [Dudensing] Gallery, Picasso: Retrospective Exhibition 1901–1934, (alt. title Picasso 1901–1934), Oct. 26–Nov. 21, 1936, cat. 31, as Buste de Femme, 1907–8. 

Detroit Institute of Arts, Walter P. Chrysler Collection, Oct. 1937, cat. 18, as Buste de femme–jeune fille.

San Francisco, M. H. de Young Memorial Museum, Seven Centuries of Painting, Dec. 29, 1939–Jan. 28, 1940, cat. y-192, as Portrait of a Woman.

Arts Club of Chicago, Origins of Modern Art, Apr. 2–30, 1940, cat. 68, as Portrait of a Woman.

Richmond, Virginia Museum of Fine Arts, Collection of Walter P. Chrysler Jr., Jan. 16–Mar. 4, 1941, cat. 156, as Buste de Femme; Philadelphia Museum of Art, March 29–May 11, 1941.

Paris, Musée des Arts Decoratifs, Picasso: Peintures 1900–1955, June–Oct. 1955, cat. 13, as Buste de femme nu. 

New York, Museum of Modern Art, The School of Paris: Paintings from the Florence May Schoenborn and Samuel A. Marx Collection, Nov. 1, 1965–Jan.2, 1966, no cat. no., as Bust of a Woman; Chicago, The Art Institute of Chicago, Feb. 11–Mar. 27, 1966; St. Louis, City Art Museum of St. Louis, Apr. 27–June 13, 1966; Mexico City, Museo de Arte Moderno, July 2–Aug. 7, 1966; San Francisco, Museum of Art, Sept. 2–Oct. 2, 1966.

Chicago, Art Institute of Chicago, Picasso in Chicago, Feb. 3–Mar. 31, 1968, cat. 10, as Bust of Woman.

Chicago, Art Institute of Chicago, Frames: Selected European Frames from the Art Institute of Chicago, Oct. 17–Dec. 14, 1986.

Washington, National Gallery of Art, Picasso: The Early Years, 1892–1909, Mar. 30–July 27, 1997, cat. 179, as Bust of a Woman; Boston, Museum of Fine Arts, Sept. 10, 1997–Jan. 4, 1998.

Washington, National Gallery of Art, Picasso: The Early Years, 1892–1909, Mar. 30–July 27, 1997, cat. 152, as Girl with a Pitcher; traveled to Boston, Museum of Fine Arts, Sept. 10, 1997–Jan. 4, 1998.

Bergen, Kunstmuseum, Picasso: Figure and Image, Feb. 1–June 1, 2008, no cat. no.

Chicago, Art Institute of Chicago, Picasso and Chicago, Feb. 20–May 12, 2013, cat. 29.",0.0,Modern Art,Pablo Picasso,Rose Period,painting
9,6560,Peasant Girls from Andorra,1930.933,False,1906.0,1906.0,late summer 1906,"Pablo Picasso
Spanish, 1881-1973",Spain,"The Art Institute of Chicago, ""Century of Progress Exhibition,"" June 1–November 1, 1933, p. 102, cat. 1047.

Hartford, Conn., Wadsworth Atheneum, ""Pablo Picasso,"" February 6–March 1, 1934, cat. 92.

New York, Museum of Modern Art, ""Picasso: Forty Years of His Art,"" November 15, 1939–January 7, 1940, p. 55, cat. 63 (ill.); traveled to The Art Institute of Chicago, February 1–March 3, 1940, the St. Louis Art Museum, March 16–April 14, 1940, and the Museum of Fine Arts, Boston April 26–May 25, 1940.

Art Gallery of Toronto, ""Picasso,"" April 1949, cat. 36.

San Antonio, Tex., McNay Art Institute, ""Picasso,"" November 4–December 5, 1954, cat. 14.

New York, Museum of Modern Art, ""Picasso: 75th Anniversary Exhibition,"" May 22–September 8, 1957, p. 28 (ill.); traveled to The Art Institute of Chicago, October 29–December 8, 1957.

Philadelphia Museum of Art, ""Picasso,"" January 8–February 23, 1958, cat. 29 (ill.).

New York, Wildenstein and Company, ""Master Drawings from The Art Institute of Chicago,"" October 17–November 30, 1963, cat. 155, pl. XLVIII.

Fort Worth, Tex., Fort Worth Art Center Museum and the Dallas Museum of Fine Arts, ""Picasso: Two Concurrent Retrospective Exhibitions,"" February 8–March 26, 1967, p. 101, cat. 151.

The Art Institute of Chicago, ""Picasso in Chicago,"" February 3–March 31, 1968, pp. 56, 62, and 116, cat. 64 (ill.).

Cambridge, Mass., Fogg Art Museum, Harvard University, ""Master Drawings by Picasso,"" 1981, pp. 70–71, cat. 20, (ill.); traveled to The Art Institute of Chicago and the Philadelphia Museum of Art.

Tübingen, Germany, Kunsthalle Tübingen, ""Picasso: Pastelle, Zeichnungen, Aquarelle,"" April 5–June 1, 1986, cat. 34 (ill.); traveled to Dusseldorf, Kunstsammlung Nordrheim-Westfalen, June 14–July 27, 1986.

New York, Pace Gallery, ""Je suis le cahier: The Sketchbooks of Pablo Picasso,"" 1986, hors cat.; shown only at The Art Institute of Chicago, July 10–August 23, l987.

Barcelona, Museu Picasso, ""Pablo Picasso 1905–1906,"" February 5–April 19, 1992, pp. 330–331, cat. 161 (ill.); traveled to the Kunstmuseum, Bern, May 8–June 26, 1992.

Art Institute of Chicago, ""Picasso and Chicago"", February 20-May 12, 2013, p. 38, cat. 27 (ill.), cat. by Stephanie d'Alessandro.",16.3444,Prints and Drawings,Pablo Picasso,Cubism,pen and ink drawings
9,6157,Still Life with Bottle of Marc,1957.353,False,1911.0,1911.0,"August 1911, published 1912","Pablo Picasso (Spanish, 1881-1973)
printed by Eugène Delâtre (French, 1864-1938)
published by Daniel-Henry Kahnweiler (French, born Germany, 1884-1979)",Spain,,11.1055,Prints and Drawings,Pablo Picasso,Cubism,drypoint
9,6143,"Head of a Woman, Three-Quarter-Face",1957.349,False,1953.0,1953.0,"January 4, 1953","Pablo Picasso
Spanish, 1881-1973",Spain,,10.8938,Prints and Drawings,Pablo Picasso,Cubism,lithograph
9,6140,Portrait of Jacqueline,1957.348,False,1956.0,1956.0,"December 4, 1956","Pablo Picasso (Spanish, 1881-1973)
printed by Berto
published by H. Matarasso (French, 20th century)",Spain,,10.4523,Prints and Drawings,Pablo Picasso,Cubism,lithograph
9,6079,"Minotaur Caressing Sleeping Woman, from the Suite Vollard",1957.331,False,1933.0,1933.0,"June 18, 1933, printed 1939","Pablo Picasso (Spanish, 1881-1973)
printed by Roger Lacourière (French, 1892-1966)
published by Ambroise Vollard (French, 1867-1939)",Spain,,13.9871,Prints and Drawings,Pablo Picasso,Cubism,drypoint
9,5357,The Red Armchair,1957.72,False,1931.0,1931.0,"December 16, 1931","Pablo Picasso
Spanish, active France, 1881–1973",Spain,"Paris, Galeries Georges Petit, Picasso, June 16–July 30, 1932, p. 65, cat. 199, as La Femme au Fauteuil Rouge.

Zurich, Kunsthaus, Picasso, September 11–October 30, 1932, p. 15, cat. 203, as Frau in Rotem Lehnstuhl.

Rome, Galeria Nazionale d'Arte Moderna, Mostra di Pablo Picasso, May–July 5, 1953, p. 36, cat. 21 (ill.).

Milan, Palazzo Reale, Pablo Picasso, September–November 1953, p. 51, cat. 59 (ill.).

Paris, Musée des arts Decoratifs, Picasso: Peintures 1900-1955, June–October 1955, cat. 76 (ill.).

Munich, Haus der Kunst, Picasso 1900-1955, October 25–December 18, 1955, cat. 65 (ill.); traveled to Cologne, Rheinisches Museum, December 30, 1955–February 29, 1956 and Hamburg, Kunstverein, Kunsthalle-Artbau, March 10–April 26, 1956.

The Art Institute of Chicago, Picasso in Chicago, February 3–March 31, 1968, pp. 35 amd 114, cat. 35 (ill.). 

New York, Museum of Modern Art, Pablo Picasso: A Retrospective, May 22–September 16, 1980, p. 288 (ill.).

Los Angeles County Museum of Art, Picasso and the 'Weeping Women,' February 13–May 1, 1994, pp. 154–155, fig. 116; traveled to New York, Metropolitan Museum of Art, June 12–September 4, 1994, and The Art Institute of Chicago, October 8, 1994–January 8, 1995.",75.2924,Modern Art,Pablo Picasso,Cubism,painting
9,5353,Flowers in a Vase,1957.70,False,1951.0,1951.0,1951 (cast 1953),"Pablo Picasso
Spanish, active France, 1881–1973",Spain,"Cleveland, Museum of Art, Picasso and Things, February 26–April 26, 1992, pp. 320–322, cat. 134 (ill.), as Bouquet of Flowers; traveled to the Philadelphia Museum of Art, June 7–August 9 1992.",18.514,Modern Art,Pablo Picasso,,sculpture
9,5180,Bust with Star Background,1957.16,False,1949.0,1949.0,"March 7, 1949, dated by artist April  7, 1949","Pablo Picasso
Spanish, 1881-1973",Spain,,13.208,Prints and Drawings,Pablo Picasso,Cubism,lithograph
9,4443,Variation on the Theme of Las Meninas: Visitors to the Studio,1956.1066,False,1955.0,1955.0,"February 18, 1955","Pablo Picasso (Spanish, 1881-1973)
printed by Roger Lacourière (French, 1892-1966)
published by Galerie Louise Leiris",Spain,,17.7117,Prints and Drawings,Pablo Picasso,Cubism,aquatint
9,239462,Helmet Mask (Lipiko),2017.106,False,1900.0,1950.0,Early to mid-20th century,"Attributed to Diteka (active early- to mid-20th century)
Makonde
Mozambique
Eastern and Southern Africa",Mozambique,"New York, Museum of Modern Art, ""Primitivism"" in 20th Century Art: Affinity of the Tribal and the Modern; traveled to Detroit Institute of Arts and Dallas Museum of Art), cat. vol. 1, pg. 39.

Marseille, Musée d'arts Africains, Océaniens, Amérindiens, Arman & l'art africain, June 23-October 30, 1996; traveled to Musée national des Arts d'Afrique et d'Océanie, Paris, December 3, 1996-February 17, 1997; Rautenstrauch-Joest-Museum, Museum für Völkerkunde, Cologne, March-June 1997, cat. 103, pg. 130.",12.9053,Arts of Africa,Makonde,makonde,masks
9,237325,Wild Flowers,2016.401,True,1939.0,1939.0,1939,"Grant Wood (American, 1892–1942)
handcolored by Nan Wood Graham (1899-1990)
published by Associated American Artists",United States,,19.6103,Prints and Drawings,Grant Wood,,lithograph
9,237324,Tame Flowers,2016.400,True,1939.0,1939.0,1939,"Grant Wood (American, 1892–1942)
handcolored by Nan Wood Graham (1899-1990)
published by Associated American Artists",United States,,16.24,Prints and Drawings,Grant Wood,,lithograph
9,237323,Vegetables,2016.399,True,1939.0,1939.0,1939,"Grant Wood (American, 1892–1942)
handcolored by Nan Wood Graham (1899-1990)
published by Associated American Artists",United States,,18.8026,Prints and Drawings,Grant Wood,,lithograph
9,237322,Fruits,2016.398,True,1939.0,1939.0,1939,"Grant Wood (American, 1892–1942)
handcolored by Nan Wood Graham (1899-1990)
published by Associated American Artists",United States,,18.7739,Prints and Drawings,Grant Wood,,lithograph
9,236092,Honorary Degree,2016.370,True,1938.0,1938.0,1938,"Grant Wood (American, 1892–1942)
published by Associated American Artists",United States,,14.3577,Prints and Drawings,Grant Wood,,lithograph
9,236091,Approaching Storm,2016.372,False,1940.0,1940.0,1940,"Grant Wood (American, 1892–1942)
published by Associated American Artists",United States,,9.3018,Prints and Drawings,Grant Wood,,lithograph
9,236090,March,2016.373,True,1941.0,1941.0,1941,"Grant Wood (American, 1892–1942)
published by Associated American Artists",United States,,12.3602,Prints and Drawings,Grant Wood,,lithograph
9,236089,February,2016.371,True,1940.0,1940.0,1940,"Grant Wood (American, 1892–1942)
published by Associated American Artists",United States,,8.7531,Prints and Drawings,Grant Wood,,lithograph
9,229771,Shrine Quartet,2015.579,False,1939.0,1939.0,1939,"Grant Wood (American, 1892–1942)
published by Associated American Artists",United States,,8.8775,Prints and Drawings,Grant Wood,,lithograph
9,229770,Tree Planting Group,2015.578,False,1937.0,1937.0,1937,"Grant Wood (American, 1892–1942)
published by Associated American Artists",United States,,6.9384,Prints and Drawings,Grant Wood,,lithograph
9,229769,Seed Time and Harvest,2015.577,False,1937.0,1937.0,1937,"Grant Wood (American, 1892–1942)
published by Associated American Artists",United States,,10.7514,Prints and Drawings,Grant Wood,,lithograph
9,229768,January,2015.576,False,1938.0,1938.0,1938,"Grant Wood (American, 1892–1942)
published by Associated American Artists",United States,,6.9702,Prints and Drawings,Grant Wood,,lithograph
9,229767,Sultry Night,2015.575,False,1939.0,1939.0,1939,"Grant Wood (American, 1892–1942)
published by Associated American Artists",United States,,7.3353,Prints and Drawings,Grant Wood,,lithograph
9,228478,January,2015.219,False,1938.0,1938.0,1938,"Grant Wood
American, 1891-1942",United States,"New York, World's Fair, Gallery of Science and Art, ""Contemporary Art of the United States,"" 1939–40, cat. 32.  

Washington DC, Corcoran Gallery of Art, ""Contemporary Art of the United States,"" Nov. 10–Dec. 1, 1940, cat. 16.

IBM Traveling Exhibition, ""Watercolors of the Western Hemisphere,"" 1946.	  

IBM Traveling Exhibition, ""Watercolors of the US,"" 1951.  

Omaha, Neb., Joslyn Art Museum, ""The Thirties Decade: American Artists and their European Contemporaries,"" Oct.–Nov. 1971, no. 204.  

Cedar Rapids, Iowa, Cedar Rapids Art Center, ""Grant Wood: The Graphic Work,"" Mar.–May 1972, cat. 50; also Madison, Wisconsin, Madison Art Center.  

Cedar Rapids, Iowa, Cedar Rapids Museum of Art, ""John Steuart Curry and Grant Wood: A Portrait of Rural America,"" Jan. 10–Feb. 28, 1981, pp. 191 (ill.) and 208, cat. 160; also Wichita State University, Mar 11–20, 1981; and the Museum of Art and Archaeology, University of Missouri, Columbia, Mis., Apr 4–30, 1981.

New York, IBM Gallery of Science and Art, ""American Images: Selections from the IBM Collection,"" June–July 1984.  

New York, IBM Gallery of Science and Art, ""Selected Words from the IBM Collection,"" Nov. 1985–Jan. 1986.  

New York, IBM Gallery of Science and Art, ""Fifty Years of Collecting: Art of IBM,"" Sept.–Nov. 1989.  

Cedar Rapids, Iowa, Cedar Rapids Museum of Art, ""Grant Wood on Hundredth Birthday Anniversary Exhibition,"" June 1991–Jan. 1992.  

Omaha, Nebraska, Joslyn Art Museum, ""Grant Wood: An American Master Revealed,"" Dec. 10, 1995–Feb. 26, 1996, p. 106, cat. 53; also Davenport, Iowa, Davenport Museum of Art, Mar. 23–Sept. 8, 1996; Worchester, Mass., Worchester Museum of Art, Oct. 6–Dec. 31, 1996.

Art Institute of Chicago, ""Master Drawings Unveiled: 25 Years of Major Acquisitions,"" Aug. 27, 2016–Jan. 29, 2017, no cat.",35.158,Prints and Drawings,Grant Wood,,charcoal
9,156075,Loch Vale,2000.307,False,1927.0,1927.0,1927,"Grant Wood
American, 1891–1942",Loch Vale,,27.3714,Arts of the Americas,Grant Wood,,oil on canvas
9,142602,Untitled,1995.285,True,1994.0,1994.0,1994,"Svetlana Kopystiansky
American, born Russia 1950",United States,"Art Institute of Chicago, ""Pieced Together: Photomontage From the Collection,"" May 22–September 19, 2004. (Elizabeth Siegel, Galleries 3 and 4)

Art Institute of Chicago, ""New Faces and Other Recent Acquisitions,"" July 11, 1997–January 19, 1998. (David Travis and Sylvia Wolf, Galleries 1, 2, 3, and 4)",29.8078,Photography and Media,Svetlana Kopystiansky,,chromogenic color print
9,126858,Water-Lily Vessel,1986.1080,False,700.0,850.0,A.D. 750/800,"Ah Maxam
Maya, active mid-/late 8th century
Vicinity of Naranjo, Petén region, Guatemala",Petén,"Grolier Club, N.Y., The Maya Scribe and his World, Apr. 20-June 5, 1971, cat. 47, pp. 102-103. 

Arts Club of Chicago, High Culture in the Americas before 1500, Nov. 15–Dec. 31, 1982, ex. cat. 15, pg. 9 (ill.).

Art Institute of Chicago, The Ancient Americas: Art from Sacred Landscapes, Oct. 10, 1992–Jan. 3, 1993, cat. 126; traveled to Houston, Museum of Fine Arts, Feb. 4–Apr. 18, 1993, and Los Angeles County Museum of Art, June 6–Aug. 15, 1993.

Durham, N.C., Duke University Museum of Art, Painting of the Maya Universe, January 15–March 27, 1994, cat. plate 10, p. 319; traveled to Museum of Fine Arts, Boston, April 15–June 26, 1994, Denver Art Museum, July 15–September 15, 1994, Los Angeles County Museum, October 8, 1994–January 8, 1995, New Haven, Conn., Yale University Art Gallery, February 10–April 23, 1995.

Fine Arts Museums of San Francisco, California Palace of the Legion of Honor, Courtly Art of the Ancient Maya, September 4, 2004–January 2, 2005, cat. plate 85, p. 153; traveled to Washington D.C., National Gallery of Art, April 4–July 25, 2005.",24.957,Arts of the Americas,Ah Maxam,maya,ceramics
9,117693,Fertility,1991.672,False,1939.0,1939.0,1939,"Grant Wood (American, 1892–1942)
published by Associated American Artists",United States,,8.4258,Prints and Drawings,Grant Wood,,lithograph
9,100900,The Pump,1983.868,False,1937.0,1937.0,1937,"Grant Wood
American, 1891-1942",United States,,19.349,Prints and Drawings,Grant Wood,,crayon
9,100820,July Fifteenth,1983.782,False,1938.0,1938.0,1938,"Grant Wood (American, 1892–1942)
published by Associated American Artists",United States,,8.7579,Prints and Drawings,Grant Wood,,lithograph
9,99592,Midnight Alarm,1982.1566,False,1939.0,1939.0,1939,"Grant Wood (American, 1892–1942)
published by Associated American Artists",United States,,8.2073,Prints and Drawings,Grant Wood,,lithograph
9,99557,December Afternoon,1982.1531,False,1940.0,1940.0,"1940, published 1941","Grant Wood (American, 1892–1942)
published by Associated American Artists",United States,,8.778,Prints and Drawings,Grant Wood,,lithograph
9,65290,Vessel of the Dancing Lords,1986.1081,False,700.0,850.0,A.D. 750/800,"Ah Maxam
Maya, active mid-/late 8th century
Vicinity of Naranjo, Petén region, Guatemala",Petén,"Princeton University, The Art Museum, Lords of the Underworld, Mar. 4-June 18, 1978, ex. cat. 14, pp. 94-99.

Arts Club of Chicago, High Culture in the Americas before 1500, Nov. 15–Dec. 31, 1982, ex. cat. 1, pg. 3 (ill.).

Art Institute of Chicago, The Ancient Americas: Art from Sacred Landscapes, October 10, 1992–January 3, 1993, cat. 127, pp. 160, 378; traveled to Houston, Museum of Fine Arts, February 4–April 18, 1993, and Los Angeles County Museum of Art, June 6–August 15, 1993.

Durham, N.C., Duke University Museum of Art, Painting of the Maya Universe, January 15–March 27, 1994, cat. plate 9, p. 319; traveled to Museum of Fine Arts, Boston, April 15–June 26, 1994, Denver Art Museum, July 15–September 15, 1994, Los Angeles County Museum, October 8, 1994–January 8, 1995, New Haven, Conn., Yale University Art Gallery, February 10–April 23, 1995.",67.3432,Arts of the Americas,Ah Maxam,maya,vessel for serving drinks
9,39295,Portrait of Second Lieutenant Wayne McMillen,1972.435,False,1918.0,1918.0,1918,"Grant Wood
American, 1891-1942",United States,,25.4471,Prints and Drawings,Grant Wood,,graphite
9,38620,In the Spring,1972.176,False,1939.0,1939.0,1939,"Grant Wood (American, 1892–1942)
published by Associated American Artists",United States,,11.62,Prints and Drawings,Grant Wood,,lithograph
9,14307,Family Doctor,1962.316,False,1940.0,1940.0,1940,"Grant Wood
American, 1891-1942",United States,,8.5156,Prints and Drawings,Grant Wood,,lithograph
